timestamp,ORCHIDS,TRANSPORT_FEES,EXPORT_TARIFF,IMPORT_TARIFF,SUNLIGHT,HUMIDITY,DAY
0,1200.0,1.5,10.5,-2.0,2500.0,79.0,-1
100,1201.75,1.5,9.5,-2.0,2499.4197,79.0041,-1
200,1201.75,1.5,9.5,-2.0,2498.8457,79.00821,-1
300,1201.75,1.5,9.5,-2.0,2498.278,79.01234,-1
400,1201.75,1.5,9.5,-2.0,2497.7166,79.01649,-1
500,1200.25,1.5,9.5,-2.0,2497.1614,79.02066,-1
600,1201.75,1.5,9.5,-2.0,2496.6125,79.02485,-1
700,1202.75,1.5,9.5,-2.0,2496.0698,79.02906,-1
800,1204.75,1.5,9.5,-2.0,2495.5334,79.03329,-1
900,1204.25,1.5,9.5,-2.0,2495.0032,79.03754,-1
1000,1203.25,1.5,9.5,-2.0,2494.4792,79.04181,-1
1100,1202.75,1.5,9.5,-2.0,2493.9614,79.0461,-1
1200,1201.75,1.5,9.5,-2.0,2493.45,79.0504,-1
1300,1199.75,1.5,9.5,-2.0,2492.9446,79.054726,-1
1400,1199.75,1.5,9.5,-2.0,2492.4453,79.05907,-1
1500,1199.75,1.5,9.5,-2.0,2491.9521,79.06343,-1
1600,1199.75,1.5,9.5,-2.0,2491.4653,79.06782,-1
1700,1198.25,1.5,9.5,-2.0,2490.9846,79.07222,-1
1800,1199.25,1.5,9.5,-2.0,2490.51,79.07664,-1
1900,1197.75,1.5,9.5,-2.0,2490.0415,79.08108,-1
2000,1197.75,1.5,9.5,-2.0,2489.579,79.08554,-1
2100,1197.75,1.5,9.5,-2.0,2489.123,79.09002,-1
2200,1198.0,1.5,9.5,-2.0,2488.6729,79.09451,-1
2300,1197.25,1.5,9.5,-2.0,2488.2288,79.09903,-1
2400,1196.25,1.5,9.5,-2.0,2487.7908,79.10357,-1
2500,1197.25,1.5,9.5,-2.0,2487.359,79.10812,-1
2600,1196.25,1.5,9.5,-2.0,2486.933,79.11269,-1
2700,1196.25,1.5,9.5,-2.0,2486.5134,79.11729,-1
2800,1197.25,1.4,9.5,-2.0,2486.0996,79.121895,-1
2900,1196.25,1.4,9.5,-2.0,2485.6921,79.126526,-1
3000,1196.75,1.4,9.5,-2.0,2485.2903,79.13118,-1
3100,1197.75,1.4,9.5,-2.0,2484.8948,79.13584,-1
3200,1198.75,1.4,9.5,-2.0,2484.5051,79.14053,-1
3300,1199.75,1.4,9.5,-2.0,2484.1216,79.14523,-1
3400,1199.75,1.4,9.5,-2.0,2483.744,79.149956,-1
3500,1199.5,1.4,9.5,-2.0,2483.3723,79.1547,-1
3600,1199.5,1.4,9.5,-2.0,2483.0066,79.15946,-1
3700,1199.75,1.4,9.5,-2.0,2482.647,79.164246,-1
3800,1199.25,1.4,9.5,-2.0,2482.2932,79.169044,-1
3900,1198.25,1.4,9.5,-2.0,2481.9453,79.17386,-1
4000,1199.25,1.4,9.5,-2.0,2481.6035,79.178696,-1
4100,1199.25,1.4,9.5,-2.0,2481.2676,79.18355,-1
4200,1199.75,1.4,9.5,-2.0,2480.9375,79.18842,-1
4300,1201.25,1.4,9.5,-2.0,2480.6133,79.19331,-1
4400,1201.75,1.4,9.5,-2.0,2480.2952,79.19823,-1
4500,1201.75,1.4,9.5,-2.0,2479.9827,79.203156,-1
4600,1201.75,1.4,9.5,-2.0,2479.6763,79.2081,-1
4700,1201.75,1.4,9.5,-2.0,2479.3755,79.213066,-1
4800,1201.25,1.4,9.5,-2.0,2479.0808,79.21805,-1
4900,1201.25,1.4,9.5,-2.0,2478.792,79.22305,-1
5000,1201.0,1.4,9.5,-2.0,2478.5088,79.22807,-1
5100,1200.25,1.4,9.5,-2.0,2478.2317,79.23311,-1
5200,1200.25,1.4,9.5,-2.0,2477.9602,79.23817,-1
5300,1200.75,1.4,9.5,-2.0,2477.6946,79.24324,-1
5400,1201.0,1.4,9.5,-2.0,2477.4348,79.24834,-1
5500,1201.0,1.4,9.5,-2.0,2477.181,79.25345,-1
5600,1200.25,1.4,9.5,-2.0,2476.9326,79.258575,-1
5700,1199.75,1.4,9.5,-2.0,2476.6902,79.263725,-1
5800,1198.25,1.4,9.5,-2.0,2476.4536,79.26889,-1
5900,1198.75,1.4,9.5,-2.0,2476.2227,79.27408,-1
6000,1197.75,1.4,9.5,-2.0,2475.9973,79.27928,-1
6100,1197.75,1.4,9.5,-2.0,2475.778,79.2845,-1
6200,1197.5,1.4,9.5,-2.2,2475.5642,79.28974,-1
6300,1197.25,1.4,9.5,-2.2,2475.3562,79.295,-1
6400,1199.25,1.4,9.5,-2.2,2475.154,79.30028,-1
6500,1199.75,1.4,9.5,-2.2,2474.9573,79.305565,-1
6600,1200.0,1.4,9.5,-2.2,2474.7666,79.31088,-1
6700,1200.0,1.4,9.5,-2.2,2474.5813,79.31621,-1
6800,1200.0,1.4,9.5,-2.2,2474.4016,79.321556,-1
6900,1201.25,1.4,9.5,-2.2,2474.2278,79.32692,-1
7000,1201.0,1.4,9.5,-2.2,2474.0596,79.332306,-1
7100,1199.75,1.4,9.5,-2.2,2473.897,79.33771,-1
7200,1198.75,1.4,9.5,-2.2,2473.74,79.343124,-1
7300,1200.25,1.4,9.5,-2.2,2473.5886,79.348564,-1
7400,1200.25,1.4,9.5,-2.2,2473.4429,79.35401,-1
7500,1200.5,1.4,9.5,-2.2,2473.3027,79.35949,-1
7600,1201.25,1.4,9.5,-2.2,2473.1682,79.364975,-1
7700,1198.75,1.4,9.5,-2.2,2473.0393,79.37048,-1
7800,1198.75,1.4,9.5,-2.2,2472.916,79.376015,-1
7900,1199.25,1.4,9.5,-2.2,2472.7983,79.38155,-1
8000,1199.25,1.4,9.5,-2.2,2472.686,79.387115,-1
8100,1199.5,1.4,9.5,-2.2,2472.5793,79.39269,-1
8200,1200.75,1.4,9.5,-2.2,2472.4783,79.39829,-1
8300,1199.25,1.4,9.5,-2.2,2472.3826,79.40391,-1
8400,1199.0,1.4,9.5,-2.2,2472.2925,79.40954,-1
8500,1199.25,1.4,9.5,-2.2,2472.2078,79.415184,-1
8600,1198.25,1.4,9.5,-2.2,2472.1287,79.42085,-1
8700,1197.75,1.4,9.5,-2.2,2472.0552,79.42654,-1
8800,1196.75,1.4,9.5,-2.2,2471.987,79.432236,-1
8900,1197.0,1.4,9.5,-2.2,2471.9243,79.43796,-1
9000,1197.0,1.4,9.5,-2.2,2471.8672,79.443695,-1
9100,1196.75,1.4,9.5,-2.2,2471.8154,79.44945,-1
9200,1197.0,1.4,9.5,-2.2,2471.7693,79.455215,-1
9300,1197.75,1.4,9.5,-2.2,2471.7285,79.461006,-1
9400,1197.75,1.4,9.5,-2.2,2471.6929,79.46681,-1
9500,1197.5,1.4,9.5,-2.2,2471.663,79.47263,-1
9600,1195.75,1.4,9.5,-2.2,2471.6384,79.47848,-1
9700,1197.25,1.4,9.5,-2.2,2471.6191,79.48434,-1
9800,1197.75,1.4,9.5,-2.2,2471.6055,79.49021,-1
9900,1197.25,1.4,9.5,-2.2,2471.597,79.4961,-1
10000,1198.75,1.4,9.5,-2.2,2471.594,79.502014,-1
10100,1198.25,1.4,9.5,-2.2,2471.5962,79.50794,-1
10200,1198.5,1.4,9.5,-2.2,2471.604,79.513885,-1
10300,1199.75,1.3,9.5,-2.2,2471.617,79.519844,-1
10400,1200.75,1.3,9.5,-2.2,2471.6353,79.525826,-1
10500,1201.25,1.3,9.5,-2.2,2471.659,79.53182,-1
10600,1200.25,1.3,9.5,-2.2,2471.6877,79.537834,-1
10700,1200.75,1.3,9.5,-2.2,2471.7222,79.54386,-1
10800,1202.25,1.3,9.5,-2.2,2471.7617,79.54991,-1
10900,1201.25,1.3,9.5,-2.2,2471.8066,79.55597,-1
11000,1202.75,1.3,9.5,-2.2,2471.8567,79.56206,-1
11100,1203.75,1.3,9.5,-2.2,2471.912,79.56815,-1
11200,1203.75,1.3,9.5,-2.2,2471.9727,79.574265,-1
11300,1203.75,1.3,9.5,-2.2,2472.0386,79.5804,-1
11400,1204.75,1.3,9.5,-2.2,2472.1099,79.58655,-1
11500,1204.25,1.3,9.5,-2.2,2472.186,79.59271,-1
11600,1204.75,1.3,9.5,-2.2,2472.2676,79.59889,-1
11700,1204.25,1.3,9.5,-2.2,2472.3545,79.605095,-1
11800,1204.75,1.3,9.5,-2.2,2472.4465,79.611305,-1
11900,1205.75,1.3,9.5,-2.2,2472.5437,79.61754,-1
12000,1205.25,1.3,9.5,-2.2,2472.646,79.623795,-1
12100,1205.75,1.3,9.5,-2.2,2472.7537,79.63006,-1
12200,1205.75,1.3,9.5,-2.2,2472.8662,79.63634,-1
12300,1208.25,1.3,9.5,-2.2,2472.9841,79.64264,-1
12400,1209.25,1.3,9.5,-2.2,2473.1072,79.64896,-1
12500,1209.25,1.3,9.5,-2.2,2473.2354,79.65529,-1
12600,1210.25,1.3,9.5,-2.2,2473.3687,79.66164,-1
12700,1211.25,1.3,9.5,-2.2,2473.5068,79.66801,-1
12800,1212.75,1.3,9.5,-2.2,2473.6504,79.674385,-1
12900,1211.25,1.3,9.5,-2.2,2473.799,79.680786,-1
13000,1209.75,1.3,9.5,-2.2,2473.9526,79.6872,-1
13100,1209.75,1.3,9.5,-2.2,2474.1113,79.693634,-1
13200,1210.75,1.3,9.5,-2.2,2474.2751,79.70008,-1
13300,1209.75,1.3,9.5,-2.2,2474.444,79.70655,-1
13400,1210.75,1.3,9.5,-2.2,2474.618,79.71303,-1
13500,1209.25,1.3,9.5,-2.2,2474.7969,79.71953,-1
13600,1209.0,1.3,9.5,-2.2,2474.981,79.72604,-1
13700,1209.0,1.3,9.5,-2.2,2475.17,79.732574,-1
13800,1209.0,1.3,9.5,-2.2,2475.364,79.73912,-1
13900,1209.0,1.3,9.5,-2.2,2475.563,79.74568,-1
14000,1209.25,1.3,9.5,-2.2,2475.767,79.752266,-1
14100,1208.25,1.3,9.5,-2.2,2475.976,79.75886,-1
14200,1206.75,1.3,9.5,-2.2,2476.1902,79.76547,-1
14300,1206.5,1.3,9.5,-2.2,2476.409,79.7721,-1
14400,1206.5,1.3,9.5,-2.2,2476.633,79.77875,-1
14500,1205.75,1.3,9.5,-2.2,2476.8618,79.78541,-1
14600,1205.25,1.3,9.5,-2.2,2477.0957,79.79208,-1
14700,1205.25,1.3,9.5,-2.2,2477.3342,79.798775,-1
14800,1205.25,1.3,9.5,-2.2,2477.578,79.80549,-1
14900,1205.25,1.3,9.5,-2.2,2477.8264,79.81221,-1
15000,1205.25,1.3,9.5,-2.2,2478.08,79.818954,-1
15100,1206.25,1.3,9.5,-2.2,2478.3384,79.825714,-1
15200,1207.25,1.3,9.5,-2.2,2478.6016,79.83249,-1
15300,1206.75,1.3,9.5,-2.2,2478.8696,79.83927,-1
15400,1208.25,1.3,9.5,-2.2,2479.1426,79.84608,-1
15500,1207.75,1.3,9.5,-2.2,2479.4204,79.852905,-1
15600,1208.75,1.3,9.5,-2.2,2479.7031,79.85974,-1
15700,1210.25,1.3,9.5,-2.2,2479.9905,79.86659,-1
15800,1211.75,1.3,9.5,-2.2,2480.283,79.87347,-1
15900,1212.25,1.3,9.5,-2.2,2480.58,79.88035,-1
16000,1214.25,1.3,9.5,-2.2,2480.8818,79.887245,-1
16100,1214.75,1.3,9.5,-2.2,2481.1887,79.894165,-1
16200,1215.75,1.3,9.5,-2.2,2481.5002,79.9011,-1
16300,1214.75,1.3,9.5,-2.2,2481.8164,79.90805,-1
16400,1215.25,1.3,9.5,-2.2,2482.1375,79.91501,-1
16500,1213.75,1.3,9.5,-2.2,2482.4634,79.92199,-1
16600,1211.25,1.3,9.5,-2.2,2482.794,79.928986,-1
16700,1212.25,1.3,9.5,-2.2,2483.1292,79.936,-1
16800,1213.25,1.3,9.5,-2.2,2483.4692,79.94302,-1
16900,1213.25,1.3,9.5,-2.2,2483.814,79.950066,-1
17000,1215.25,1.3,9.5,-2.2,2484.1636,79.95712,-1
17100,1215.0,1.3,9.5,-2.2,2484.5176,79.9642,-1
17200,1214.75,1.3,9.5,-2.2,2484.8765,79.97129,-1
17300,1213.75,1.3,9.5,-2.2,2485.24,79.97839,-1
17400,1215.25,1.3,9.5,-2.2,2485.6082,79.98551,-1
17500,1215.0,1.3,9.5,-2.2,2485.9812,79.99265,-1
17600,1215.75,1.3,9.5,-2.2,2486.3586,79.9998,-1
630200,1206.25,1.1,10.5,-2.4,3591.7017,79.99719,-1
630300,1206.25,1.1,10.5,-2.4,3590.2656,79.98723,-1
630400,1205.75,1.1,10.5,-2.4,3588.8286,79.977264,-1
630500,1206.25,1.1,10.5,-2.4,3587.39,79.9673,-1
630600,1206.25,1.1,10.5,-2.4,3585.9502,79.95734,-1
630700,1203.25,1.1,10.5,-2.4,3584.509,79.947365,-1
630800,1203.0,1.1,10.5,-2.4,3583.067,79.9374,-1
630900,1201.25,1.1,10.5,-2.4,3581.6233,79.92743,-1
631000,1201.0,1.1,10.5,-2.4,3580.1785,79.91746,-1
631100,1199.25,1.1,10.5,-2.4,3578.7327,79.90749,-1
631200,1200.75,1.1,10.5,-2.4,3577.2854,79.89752,-1
631300,1201.25,1.1,10.5,-2.4,3575.8372,79.88755,-1
631400,1200.25,1.1,10.5,-2.4,3574.3877,79.87757,-1
631500,1201.25,1.1,10.5,-2.4,3572.937,79.8676,-1
631600,1199.75,1.1,10.5,-2.4,3571.4854,79.85763,-1
631700,1198.75,1.1,10.5,-2.4,3570.0325,79.84765,-1
631800,1199.75,1.1,10.5,-2.4,3568.5784,79.83768,-1
631900,1201.75,1.1,10.5,-2.4,3567.1233,79.8277,-1
632000,1201.25,1.1,10.5,-2.4,3565.6672,79.81772,-1
632100,1199.75,1.1,10.5,-2.4,3564.21,79.80774,-1
632200,1199.25,1.1,10.5,-2.4,3562.7517,79.79776,-1
632300,1200.25,1.1,10.5,-2.4,3561.2925,79.78778,-1
632400,1199.25,1.1,10.5,-2.4,3559.832,79.777794,-1
632500,1199.0,1.1,10.5,-2.4,3558.3706,79.767815,-1
632600,1199.25,1.1,10.5,-2.4,3556.9084,79.75783,-1
632700,1197.75,1.1,10.5,-2.4,3555.445,79.74784,-1
632800,1197.25,1.1,10.5,-2.4,3553.9807,79.73786,-1
632900,1195.75,1.1,10.5,-2.4,3552.5156,79.727875,-1
633000,1195.75,1.1,10.5,-2.4,3551.0493,79.71788,-1
633100,1197.25,1.1,10.5,-2.4,3549.5823,79.70789,-1
633200,1198.25,1.1,10.5,-2.4,3548.1143,79.69791,-1
633300,1196.75,1.1,10.5,-2.4,3546.6455,79.68791,-1
633400,1195.25,1.1,10.5,-2.4,3545.1758,79.677925,-1
633500,1195.25,1.1,10.5,-2.4,3543.705,79.66793,-1
633600,1195.25,1.1,10.5,-2.4,3542.2336,79.657936,-1
633700,1195.25,1.1,10.5,-2.4,3540.7612,79.64794,-1
633800,1197.25,1.1,10.5,-2.4,3539.288,79.63795,-1
633900,1196.75,1.1,10.5,-2.4,3537.8142,79.627945,-1
634000,1195.75,1.1,10.5,-2.4,3536.3394,79.61795,-1
634100,1195.75,1.1,10.5,-2.4,3534.864,79.60795,-1
634200,1196.25,1.1,10.5,-2.4,3533.3877,79.59795,-1
634300,1196.25,1.1,10.5,-2.4,3531.9106,79.58795,-1
634400,1196.25,1.1,10.5,-2.4,3530.4329,79.57795,-1
634500,1195.25,1.1,10.5,-2.4,3528.9543,79.56794,-1
634600,1195.25,1.1,10.5,-2.4,3527.475,79.55794,-1
634700,1193.75,1.1,10.5,-2.4,3525.995,79.547935,-1
634800,1192.75,1.1,10.5,-2.4,3524.5146,79.537926,-1
634900,1192.5,1.1,10.5,-2.4,3523.0334,79.527916,-1
635000,1190.75,1.1,10.5,-2.4,3521.5515,79.51791,-1
635100,1189.75,1.1,10.5,-2.4,3520.0688,79.5079,-1
635200,1189.75,1.1,10.5,-2.4,3518.5857,79.49789,-1
635300,1190.25,1.1,10.5,-2.4,3517.102,79.48788,-1
635400,1191.25,1.1,10.5,-2.4,3515.6177,79.47786,-1
635500,1192.75,1.1,10.5,-2.4,3514.1326,79.46785,-1
635600,1192.25,1.1,10.5,-2.4,3512.647,79.45783,-1
635700,1192.5,1.1,10.5,-2.4,3511.161,79.447815,-1
635800,1191.25,1.1,10.5,-2.4,3509.6743,79.4378,-1
635900,1192.75,1.1,10.5,-2.4,3508.1873,79.42777,-1
636000,1191.75,1.1,10.5,-2.4,3506.6997,79.417755,-1
636100,1192.75,1.1,10.5,-2.4,3505.2114,79.40773,-1
636200,1193.75,1.1,10.5,-2.4,3503.723,79.39771,-1
636300,1194.75,1.1,10.5,-2.4,3502.2336,79.38769,-1
636400,1195.75,1.1,10.5,-2.4,3500.7441,79.37766,-1
636500,1193.75,1.1,10.5,-2.4,3499.2542,79.36764,-1
636600,1193.75,1.1,10.5,-2.4,3497.7637,79.357605,-1
636700,1195.25,1.1,10.5,-2.4,3496.273,79.34758,-1
636800,1195.25,1.1,10.5,-2.4,3494.7817,79.33755,-1
636900,1195.5,1.1,10.5,-2.4,3493.29,79.327515,-1
637000,1194.75,1.1,10.5,-2.4,3491.798,79.31748,-1
637100,1196.25,1.1,10.5,-2.4,3490.3057,79.30745,-1
637200,1195.25,1.1,10.5,-2.4,3488.813,79.29742,-1
637300,1195.75,1.1,10.5,-2.4,3487.32,79.28738,-1
637400,1195.75,1.1,10.5,-2.4,3485.8267,79.277336,-1
637500,1196.25,1.1,10.5,-2.4,3484.333,79.267296,-1
637600,1198.25,1.1,10.5,-2.4,3482.839,79.257256,-1
637700,1198.25,1.1,10.5,-2.4,3481.345,79.247215,-1
637800,1199.75,1.1,10.5,-2.4,3479.8506,79.237175,-1
637900,1199.25,1.1,10.5,-2.4,3478.356,79.22713,-1
638000,1198.25,1.1,10.5,-2.4,3476.8608,79.21709,-1
638100,1197.75,1.1,10.5,-2.4,3475.3657,79.20704,-1
638200,1197.25,1.1,10.5,-2.4,3473.8706,79.19699,-1
638300,1197.25,1.1,10.5,-2.4,3472.375,79.186935,-1
638400,1196.25,1.1,10.5,-2.4,3470.8794,79.17689,-1
638500,1194.25,1.1,10.5,-2.4,3469.3835,79.16683,-1
638600,1194.25,1.1,10.5,-2.4,3467.8875,79.15678,-1
638700,1192.75,1.1,10.5,-2.4,3466.3914,79.14673,-1
638800,1191.75,1.1,10.5,-2.4,3464.8953,79.136665,-1
638900,1192.0,1.1,10.5,-2.4,3463.399,79.12661,-1
639000,1192.75,1.1,10.5,-2.6,3461.9026,79.116554,-1
639100,1191.25,1.1,10.5,-2.6,3460.406,79.10649,-1
639200,1190.75,1.1,10.5,-2.6,3458.9094,79.09643,-1
639300,1190.75,1.1,10.5,-2.6,3457.4128,79.086365,-1
639400,1191.75,1.1,10.5,-2.6,3455.9163,79.0763,-1
639500,1191.5,1.1,10.5,-2.6,3454.4197,79.06623,-1
639600,1191.5,1.1,10.5,-2.6,3452.923,79.05617,-1
639700,1190.25,1.1,10.5,-2.6,3451.4265,79.0461,-1
639800,1190.25,1.1,10.5,-2.6,3449.93,79.036026,-1
639900,1190.0,1.1,10.5,-2.6,3448.4333,79.025955,-1
640000,1190.0,1.1,10.5,-2.6,3446.9368,79.01588,-1
640100,1188.75,1.1,10.5,-2.6,3445.4404,79.005806,-1
640200,1189.75,1.1,10.5,-2.6,3443.944,78.99573,-1
640300,1190.0,1.1,10.5,-2.6,3442.4478,78.98565,-1
640400,1190.75,1.1,10.5,-2.6,3440.9517,78.97557,-1
640500,1191.75,1.1,10.5,-2.6,3439.4558,78.965485,-1
640600,1192.25,1.1,10.5,-2.6,3437.96,78.95541,-1
640700,1192.25,1.1,10.5,-2.6,3436.464,78.94532,-1
640800,1191.25,1.1,10.5,-2.6,3434.9685,78.935234,-1
640900,1191.25,1.1,10.5,-2.6,3433.4734,78.92515,-1
641000,1191.0,1.1,10.5,-2.6,3431.978,78.91506,-1
641100,1191.75,1.1,10.5,-2.6,3430.4832,78.90497,-1
641200,1190.75,1.1,9.5,-2.6,3428.9885,78.89488,-1
641300,1191.0,1.1,9.5,-2.6,3427.494,78.88479,-1
641400,1191.25,1.1,9.5,-2.6,3425.9998,78.87469,-1
641500,1191.5,1.1,9.5,-2.6,3424.5059,78.86459,-1
641600,1190.25,1.1,9.5,-2.6,3423.0122,78.8545,-1
641700,1190.25,1.1,9.5,-2.6,3421.5188,78.8444,-1
641800,1190.5,1.1,9.5,-2.6,3420.0256,78.8343,-1
641900,1191.25,1.1,9.5,-2.6,3418.533,78.824196,-1
642000,1190.75,1.1,9.5,-2.6,3417.0405,78.81409,-1
642100,1191.75,1.1,9.5,-2.6,3415.5486,78.803986,-1
642200,1190.25,1.1,9.5,-2.6,3414.057,78.79388,-1
642300,1189.75,1.1,9.5,-2.6,3412.5654,78.78377,-1
642400,1189.75,1.1,9.5,-2.6,3411.0747,78.77366,-1
642500,1190.25,1.1,9.5,-2.6,3409.584,78.76354,-1
642600,1192.75,1.1,9.5,-2.6,3408.094,78.75343,-1
642700,1192.5,1.1,9.5,-2.6,3406.6045,78.74332,-1
642800,1192.5,1.1,9.5,-2.6,3405.1152,78.7332,-1
642900,1192.5,1.1,9.5,-2.6,3403.6265,78.723076,-1
643000,1193.25,1.1,9.5,-2.6,3402.1382,78.71296,-1
643100,1192.75,1.1,9.5,-2.6,3400.6504,78.702835,-1
643200,1192.75,1.1,9.5,-2.6,3399.1633,78.69271,-1
643300,1193.0,1.1,9.5,-2.6,3397.6765,78.68259,-1
643400,1192.75,1.1,9.5,-2.6,3396.1904,78.67246,-1
643500,1192.75,1.1,9.5,-2.6,3394.7048,78.66233,-1
643600,1192.75,1.1,9.5,-2.6,3393.2197,78.6522,-1
643700,1192.75,1.1,9.5,-2.6,3391.735,78.64207,-1
643800,1192.5,1.1,9.5,-2.6,3390.2512,78.631935,-1
643900,1190.25,1.1,9.5,-2.6,3388.768,78.621796,-1
644000,1189.75,1.1,9.5,-2.6,3387.2854,78.61166,-1
644100,1190.25,1.1,9.5,-2.6,3385.8035,78.60152,-1
644200,1191.25,1.1,9.5,-2.6,3384.322,78.59138,-1
644300,1192.25,1.1,9.5,-2.6,3382.8413,78.58124,-1
644400,1192.25,1.1,9.5,-2.6,3381.3613,78.57109,-1
644500,1192.25,1.1,9.5,-2.6,3379.8818,78.56094,-1
644600,1193.25,1.1,9.5,-2.6,3378.4033,78.5508,-1
644700,1191.25,1.1,9.5,-2.6,3376.9253,78.54065,-1
644800,1191.25,1.1,9.5,-2.6,3375.4482,78.530495,-1
644900,1189.75,1.1,9.5,-2.6,3373.972,78.52034,-1
645000,1188.75,1.1,9.5,-2.6,3372.496,78.510185,-1
645100,1189.0,1.1,9.5,-2.6,3371.0212,78.50003,-1
645200,1187.75,1.1,9.5,-2.6,3369.547,78.489876,-1
645300,1186.75,1.1,9.5,-2.6,3368.074,78.47971,-1
645400,1187.75,1.1,9.5,-2.6,3366.6016,78.46955,-1
645500,1189.25,1.1,9.5,-2.6,3365.13,78.45939,-1
645600,1190.25,1.1,9.5,-2.6,3363.6592,78.44922,-1
645700,1190.25,1.1,9.5,-2.6,3362.1892,78.43905,-1
645800,1190.25,1.1,9.5,-2.6,3360.7202,78.42888,-1
645900,1189.25,1.1,9.5,-2.6,3359.252,78.41871,-1
646000,1190.25,1.1,9.5,-2.6,3357.7847,78.40854,-1
646100,1190.0,1.1,9.5,-2.6,3356.3184,78.39836,-1
646200,1188.75,1.1,9.5,-2.6,3354.853,78.38818,-1
646300,1186.25,1.1,9.5,-2.6,3353.3887,78.378006,-1
646400,1186.75,1.1,9.5,-2.6,3351.925,78.36783,-1
646500,1185.75,1.1,9.5,-2.6,3350.4626,78.35764,-1
646600,1185.75,1.1,9.5,-2.6,3349.001,78.34746,-1
646700,1184.75,1.1,9.5,-2.6,3347.5405,78.33727,-1
646800,1186.25,1.1,9.5,-2.6,3346.081,78.32708,-1
646900,1186.5,1.1,9.5,-2.6,3344.6226,78.316895,-1
647000,1185.25,1.1,9.5,-2.6,3343.1653,78.3067,-1
647100,1183.75,1.1,9.5,-2.6,3341.709,78.29651,-1
647200,1184.25,1.1,9.5,-2.6,3340.2537,78.28631,-1
647300,1184.5,1.1,9.5,-2.6,3338.7993,78.27611,-1
